HE 1000 x 409;1020;306;25;46;30;;;;;;521.2;409;850800;16680;19450;40.4;278.8;22120;1446;2313;6.51;152.1;2642;52.1;
HE 1000 x 488;1036;311;30;54;30;;;;;;622;488;1027000;19820;23300;40.62;334.7;27320;1757;2837;6.63;173.1;4334;65.27;
HE 1000 x 579;1056;316;35;64;30;;;;;;737;579;1246000;23590;27950;41.11;393.3;34040;2154;3498;6.8;198.1;7102;82.8;
HL 920 x 342;912;418;19.3;32;24;;;;;;436.1;342;624900;13700;15450;37.85;190.1;39010;1867;2882;9.46;111.4;1193;75.41;
HL 920 x 365;916;419;20.3;34.3;24;;;;;;464.4;365;670500;14640;16520;38;200.4;42120;2011;3106;9.52;117;1446;81.73;
HL 920 x 387;921;420;21.3;36.6;24;;;;;;493;387;718300;15600;17630;38.17;210.9;45280;2156;3332;9.58;122.6;1734;88.37;
HL 920 x 417;928;422;22.5;39.9;24;;;;;;532.5;417;787600;16970;19210;38.46;223.9;50070;2373;3668;9.7;130.4;2200;98.54;
HL 920 x 446;933;423;24;42.7;24;;;;;;569.6;446;846800;18150;20600;38.56;239.1;53980;2552;3951;9.73;137.5;2685;106.74;
HL 920 x 488;942;422;25.9;47;24;;;;;;621.3;488;935390;19860;22615;38.8;259.3;59010;2797;4336;9.75;148;3514;117.89;
HL 920 x 534;950;425;28.4;51.1;24;;;;;;680.1;534;1031000;21710;24830;38.94;284.8;65560;3085;4796;9.82;158.7;4542;132.07;
HL 920 x 585;960;427;31;55.9;24;;;;;;745.3;585;1143090;23814;27363;39.16;312;72770;3408;5310;9.88;170.9;5932;148.22;
HL 920 x 653;972;431;34.5;62;24;;;;;;831.9;653;1292000;26590;30730;39.41;348.7;83050;3854;6022;9.99;186.6;8124;171.28;
HL 920 x 784;996;437;40.9;73.9;24;;;;;;997.7;784;1593000;31980;37340;39.95;417.6;103300;4728;7424;10.18;216.8;13730;218.49;
HL 920 x 967;1028;446;50;89.9;24;;;;;;1231;967;2033000;39540;46810;40.64;517.1;133900;6003;9486;10.43;257.9;24930;292.45;
HL 1000 x 296;982;400;16.5;27;30;;;;;;376.8;296;618700;12600;14220;40.52;181.5;28850;1443;2235;8.75;105.6;756.9;65.67;
HL 1000 A;990;400;16.5;31;30;;;;;;408.8;321;696400;14070;15800;41.27;184.6;33120;1656;2555;9;113.6;1021;76.03;
HL 1000 B;1000;400;19;36;30;;;;;;472;371;812100;16240;18330;41.48;212.5;38480;1924;2976;9.03;126.1;1565;89.21;
HL 1000 M;1008;402;21;40;30;;;;;;524.2;412;909800;18050;20440;41.66;235;43410;2160;3348;9.1;136.1;2128;101.46;
HL 1000 x 477;1018;404;25.5;45;30;;;;;;608;477;1047000;20570;23530;41.5;282.8;49610;2456;3838;9.03;150.6;3159;117.05;
HL 1000 x 554;1032;408;29.5;52;30;;;;;;705.8;554;1232000;23880;27500;41.79;328;59100;2897;4547;9.15;168.6;4860;141.33;
HL 1000 x 642;1048;412;34;60;30;;;;;;817.6;642;1451000;27680;32100;42.12;379.6;70280;3412;5379;9.27;189.1;7440;170.67;
HL 1000 x 748;1068;417;39;70;30;;;;;;953.4;748;1732000;32430;37880;42.62;438.9;85111;4082;6459;9.45;214.1;11670;210.65;
HL 1000 x 883;1092;424;45.5;82;30;;;;;;1125.3;883;2096000;38390;45260;43.16;516.5;105000;4952;7874;9.66;244.6;18750;265.67;
HL 1100 A;1090;400;18;31;20;;;;;;436.5;343;867400;15920;18060;44.58;206.5;33120;1656;2568;8.71;103.4;1037;92.71;
HL 1100 B;1100;400;20;36;20;;;;;;497;390;1005000;18280;20780;44.98;230.6;38480;1924;2988;8.8;115.4;1564;108.68;
HL 1100 M;1108;402;22;40;20;;;;;;551.2;433;1126000;20320;23160;45.19;254.4;43410;2160;3362;8.87;125.4;2130;123.5;
HL 1100 R;1118;405;26;45;20;;;;;;635.2;499;1294000;23150;26600;45.14;300.4;49980;2468;3870;8.87;139.4;3135;143.41;
